Loan_ID,Age,Employment_Type,Annual_Income,Loan_Amount,Loan_Tenure_Years,Credit_Score,Existing_Loans,EMI,Loan_Purpose,Default_Status
51084,36,Salaried,1002726,1332388,10,383,4,17575,Personal,No Default
51085,27,Self-Employed,1099063,1461768,15,341,1,45848,Education,No Default
51086,42,Salaried,1082470,1097253,21,550,1,74423,Home,No Default
51087,27,Self-Employed,1111548,304072,20,809,0,39903,Personal,No Default
51088,22,Salaried,1541083,628110,10,686,0,79988,Personal,No Default
51089,57,Salaried,783828,576208,11,896,1,72913,Business,Default
51090,34,Salaried,1603446,715236,21,565,4,37168,Personal,No Default
51091,28,Salaried,715753,465212,25,882,0,45878,Education,No Default
51092,49,Unemployed,988975,973923,28,321,4,75501,Home,No Default
51093,64,Salaried,944394,1369880,29,706,4,8902,Education,No Default
51094,27,Salaried,1596047,1130282,2,375,2,74545,Personal,No Default
51095,58,Salaried,1910785,1006444,22,786,4,21464,Education,No Default
51096,42,Salaried,247736,1298992,27,650,3,5534,Business,No Default
51097,64,Self-Employed,900065,1078780,25,539,1,79335,Education,No Default
51098,37,Salaried,1455057,487491,28,350,1,9791,Home,Default
51099,36,Self-Employed,1677796,490640,10,775,0,11512,Home,No Default
51100,53,Salaried,116205,218578,29,894,0,23720,Personal,No Default
51101,59,Salaried,447614,72879,21,824,2,16563,Home,No Default
51102,55,Salaried,151111,1046644,12,456,2,54255,Education,No Default
51103,58,Salaried,149541,726133,11,498,3,64694,Personal,No Default
51104,52,Self-Employed,170719,390714,22,730,0,44094,Education,No Default
51105,23,Salaried,1758651,578172,15,417,1,62504,Business,No Default
51106,23,Salaried,251816,149036,26,374,3,32622,Education,No Default
51107,28,Unemployed,495269,1313149,28,666,0,70253,Home,No Default
51108,51,Salaried,989744,606091,4,477,3,24798,Home,No Default
51109,29,Salaried,1025863,725423,5,407,4,29167,Business,Default
51110,25,Salaried,1670763,332380,24,778,4,49373,Personal,No Default
51111,48,Salaried,1531724,787603,28,392,3,10381,Home,No Default
51112,35,Salaried,1522161,938435,1,399,0,12961,Home,No Default
51113,47,Salaried,1445654,68484,1,480,4,16349,Home,No Default
51114,62,Self-Employed,403018,799969,10,395,4,19871,Business,No Default
51115,51,Salaried,1213313,1030530,4,531,3,27143,Business,No Default
51116,60,Self-Employed,1292109,325424,13,550,4,22207,Home,No Default
51117,38,Salaried,810784,310964,14,878,1,65412,Personal,No Default
51118,58,Salaried,345946,52754,26,318,4,71040,Home,No Default
51119,24,Self-Employed,907998,1050896,19,586,3,4622,Education,No Default
51120,41,Unemployed,407150,93386,5,506,4,31477,Education,No Default
51121,62,Salaried,1765916,1129941,11,610,4,2913,Personal,No Default
51122,43,Salaried,158641,1442073,26,402,2,65766,Home,No Default
51123,42,Self-Employed,463093,51803,8,458,3,15055,Personal,No Default
51124,21,Unemployed,737137,699195,1,862,3,59391,Education,No Default
51125,45,Unemployed,670352,1237920,5,677,2,23585,Home,No Default
51126,61,Salaried,412512,524420,21,523,2,29309,Home,No Default
51127,48,Salaried,1507725,155210,18,391,1,12864,Education,No Default
51128,57,Salaried,301235,863549,13,475,4,23781,Personal,No Default
51129,31,Unemployed,766551,792635,5,409,0,2541,Personal,No Default
51130,42,Salaried,461653,225771,24,478,0,33983,Business,Default
51131,45,Salaried,968579,319348,26,752,2,11398,Business,No Default
51132,41,Unemployed,807125,1046068,7,374,3,26759,Business,No Default
51133,56,Salaried,1652997,112519,12,882,3,63353,Personal,No Default
51134,40,Self-Employed,1445624,100386,2,791,1,61325,Home,Default
51135,36,Salaried,1565487,803411,13,402,0,57761,Home,No Default
51136,48,Salaried,472371,66486,14,340,3,23118,Business,No Default
51137,49,Salaried,1867141,195846,6,734,1,78479,Personal,No Default
51138,46,Salaried,238030,153216,16,633,1,22480,Business,No Default
51139,60,Salaried,1492889,457589,10,579,2,41919,Personal,No Default
51140,22,Salaried,1806208,206895,29,841,0,33081,Personal,No Default
51141,30,Salaried,553510,1296903,27,805,1,38548,Business,No Default
51142,33,Unemployed,712246,1281002,11,542,1,76010,Home,No Default
51143,35,Salaried,1675882,1447791,1,863,1,32888,Home,No Default
51144,29,Salaried,1096000,536633,15,868,0,33608,Personal,No Default
51145,47,Salaried,298823,973530,16,378,2,11401,Education,No Default
51146,28,Salaried,855821,224568,10,736,4,57417,Education,No Default
51147,26,Unemployed,1823564,1290477,10,760,3,67976,Education,No Default
51148,56,Salaried,1623198,1387060,3,496,0,54959,Business,No Default
51149,44,Salaried,1336846,621631,11,330,0,47694,Home,No Default
51150,23,Self-Employed,1935304,1257581,11,329,0,34421,Education,Default
51151,46,Salaried,1379879,981190,16,412,4,51625,Education,No Default
51152,56,Salaried,901010,523103,6,689,3,21163,Education,No Default
51153,41,Self-Employed,1396592,210330,9,575,3,7036,Education,No Default
51154,33,Self-Employed,506770,1224453,1,519,1,50918,Business,No Default
51155,31,Salaried,1432305,345171,28,575,1,67521,Home,No Default
51156,28,Salaried,658513,1481912,6,311,2,22726,Home,No Default
51157,34,Unemployed,1807482,752362,18,792,0,79083,Home,No Default
51158,53,Salaried,670910,966995,25,896,2,27132,Education,No Default
51159,22,Self-Employed,1653411,862794,13,348,0,40011,Personal,No Default
51160,21,Unemployed,205665,1220494,2,309,3,46437,Business,No Default
51161,31,Self-Employed,487332,770995,28,560,2,32032,Business,No Default
51162,26,Salaried,759024,774801,19,619,3,39822,Business,No Default
51163,52,Salaried,262171,65090,28,485,1,62574,Home,No Default
51164,35,Salaried,1647750,1133686,2,528,3,58909,Home,No Default
51165,32,Salaried,1754879,647915,27,320,4,44786,Business,No Default
51166,57,Unemployed,939516,888817,4,315,2,61542,Education,No Default
51167,49,Salaried,1059823,847873,4,779,0,29932,Personal,No Default
51168,64,Salaried,745888,747671,10,305,3,57446,Home,No Default
51169,42,Self-Employed,106140,470603,17,597,2,55371,Home,Default
51170,34,Salaried,1068395,571257,24,558,0,26570,Education,No Default
51171,39,Salaried,1625064,1488154,16,339,2,63155,Education,No Default
51172,25,Salaried,384285,537030,21,575,2,8415,Home,No Default
51173,55,Salaried,1068198,321846,28,818,4,40227,Education,Default
51174,45,Self-Employed,1931837,800426,8,810,3,64098,Education,No Default
51175,58,Self-Employed,1432348,678999,29,607,4,53807,Education,No Default
51176,29,Salaried,998830,486344,6,832,1,5518,Personal,No Default
51177,27,Salaried,520459,1048445,2,779,2,23460,Personal,Default
51178,38,Self-Employed,163747,161895,23,713,3,44440,Personal,No Default
51179,22,Unemployed,1624542,339906,26,822,1,66042,Education,Default
51180,30,Salaried,1232101,1111143,15,764,1,61922,Education,Default
51181,64,Self-Employed,165198,1105433,25,708,4,66624,Personal,Default
51182,22,Salaried,1536347,1436119,23,349,1,67400,Personal,No Default
51183,28,Salaried,931202,1156662,11,344,0,31396,Business,No Default
51184,27,Self-Employed,1287585,401289,21,570,0,60897,Home,No Default
51185,55,Salaried,1859940,170071,16,574,0,3698,Personal,No Default
51186,43,Salaried,1374887,576300,4,722,1,47573,Business,No Default
51187,28,Salaried,932050,109049,11,334,2,38194,Business,No Default
51188,41,Salaried,1515540,796918,14,803,3,46664,Personal,No Default
51189,53,Salaried,313213,1450306,8,787,0,13416,Business,No Default
51190,21,Salaried,415247,1033330,6,443,0,47384,Personal,Default
51191,32,Salaried,106493,89080,29,492,0,23169,Home,Default
51192,31,Salaried,460182,496278,21,846,4,72110,Home,No Default
51193,50,Self-Employed,1668798,284027,23,477,4,49678,Home,Default
51194,24,Salaried,1377519,1164464,27,617,0,14699,Personal,No Default
51195,54,Self-Employed,125957,1476671,19,690,0,19665,Business,Default
51196,43,Salaried,1021621,1327376,25,450,4,48999,Personal,No Default
51197,52,Unemployed,1645504,166293,4,746,3,19341,Home,No Default
51198,23,Unemployed,1771921,311185,28,840,2,41205,Business,Default
51199,48,Salaried,898933,348310,4,449,3,51914,Education,No Default
51200,24,Salaried,1669479,1479959,24,507,2,73132,Home,No Default
51201,32,Self-Employed,1805124,1232654,6,648,1,7949,Personal,No Default
51202,44,Salaried,540459,182076,11,561,1,48784,Personal,No Default
51203,53,Salaried,1573905,1235615,1,712,3,8621,Personal,No Default
51204,23,Salaried,1401444,253036,2,388,4,63037,Education,Default
51205,24,Salaried,1467359,1117455,9,557,0,61103,Business,No Default
51206,50,Unemployed,1124408,576549,16,791,1,70425,Personal,No Default
51207,26,Unemployed,864341,995844,6,847,4,42545,Personal,No Default
51208,50,Salaried,690620,772633,23,395,4,7514,Personal,No Default
51209,28,Salaried,343724,868755,27,703,2,41983,Home,No Default
51210,38,Salaried,573588,1368647,9,738,1,30656,Home,No Default
51211,36,Salaried,1219257,508100,19,336,3,77364,Education,No Default
51212,26,Self-Employed,286901,397047,5,780,4,17281,Business,No Default
51213,44,Self-Employed,1591804,1220262,21,479,3,33471,Business,Default
51214,48,Salaried,726763,890582,10,624,3,9753,Personal,No Default
51215,52,Salaried,829071,1467887,7,881,1,10741,Personal,No Default
51216,45,Salaried,1132557,587344,29,705,3,69541,Home,No Default
51217,48,Unemployed,1739914,942923,2,768,3,53335,Home,No Default
51218,41,Salaried,115451,1134314,20,570,0,29141,Home,No Default
51219,28,Salaried,465384,1289593,27,653,3,51475,Home,No Default
51220,56,Self-Employed,1462806,525614,4,858,0,74900,Personal,Default
51221,29,Self-Employed,1196969,329371,28,764,1,12117,Home,Default
51222,60,Unemployed,1797327,739753,8,663,3,3823,Business,No Default
51223,41,Salaried,1624210,133800,26,368,4,22005,Home,No Default
51224,21,Salaried,701257,371605,3,607,3,3138,Education,No Default
51225,24,Salaried,1674233,107848,2,722,0,36488,Home,No Default
51226,30,Unemployed,376212,665805,9,813,4,51875,Personal,No Default
51227,46,Self-Employed,224131,839912,28,518,1,25015,Personal,No Default
51228,60,Self-Employed,370260,65860,11,344,2,4412,Personal,No Default
51229,23,Salaried,1323335,1167154,4,532,2,15119,Home,Default
51230,64,Self-Employed,1454173,822884,9,666,0,13573,Business,No Default
51231,29,Salaried,524453,369374,6,421,1,77021,Personal,No Default
51232,52,Salaried,1402659,56564,1,794,1,28943,Business,Default
51233,23,Salaried,1022868,856444,27,876,3,6017,Personal,Default
51234,24,Self-Employed,1345274,1152745,3,448,2,39038,Personal,No Default
51235,26,Salaried,177622,862773,7,775,3,65285,Business,Default
51236,29,Self-Employed,701213,526337,9,878,1,53110,Education,No Default
51237,46,Self-Employed,772215,1076978,8,649,0,30797,Personal,No Default
51238,22,Salaried,1121892,883273,28,870,0,11186,Business,Default
51239,22,Self-Employed,1649553,1453304,21,414,4,24781,Personal,No Default
51240,41,Salaried,1144981,355479,28,536,0,29552,Home,No Default
51241,42,Salaried,1595426,629443,13,346,2,8910,Business,No Default
51242,23,Salaried,1596070,1196890,24,573,4,5871,Personal,Default
51243,55,Self-Employed,1542903,1310795,18,412,2,16627,Education,No Default
51244,58,Salaried,1378549,603815,19,844,3,30586,Home,No Default
51245,53,Self-Employed,158251,407610,24,698,3,47254,Personal,No Default
51246,35,Self-Employed,815618,1254352,9,591,0,76950,Home,No Default
51247,31,Salaried,504624,549425,26,615,4,64126,Education,No Default
51248,30,Salaried,1565794,1348531,24,461,2,56029,Business,No Default
51249,56,Self-Employed,183274,1393777,20,389,2,46211,Personal,No Default
51250,34,Salaried,468325,153992,29,350,1,49733,Business,Default
51251,22,Self-Employed,964106,1341388,6,723,0,22300,Personal,No Default
51252,64,Self-Employed,1487683,1007877,27,705,3,75023,Personal,No Default
51253,57,Salaried,1093936,1077635,21,443,1,36838,Business,No Default
51254,49,Unemployed,954357,134613,12,827,3,10828,Business,No Default
51255,55,Salaried,1688224,341480,4,432,3,66837,Personal,No Default
51256,40,Unemployed,230167,239786,9,798,2,8842,Education,No Default
51257,41,Salaried,849122,1372734,10,689,3,22059,Education,No Default
51258,54,Self-Employed,510063,266578,3,469,4,33430,Personal,No Default
51259,63,Salaried,488962,1251947,17,841,3,31930,Business,Default
51260,53,Self-Employed,933997,1497376,29,459,4,70171,Education,No Default
51261,39,Salaried,1952464,1445489,7,711,3,25221,Personal,No Default
51262,28,Salaried,623058,1224668,26,883,1,14406,Home,Default
51263,51,Salaried,433126,340926,8,683,2,2259,Personal,No Default
51264,31,Self-Employed,1362041,547924,11,484,1,21380,Business,No Default
51265,28,Salaried,858647,1209039,13,513,2,26192,Personal,No Default
51266,45,Self-Employed,1509962,1046539,3,393,1,17733,Home,No Default
51267,40,Self-Employed,314302,729184,19,869,0,52321,Home,No Default
51268,58,Unemployed,1188535,563720,14,518,3,14316,Personal,No Default
51269,27,Salaried,1950066,1187088,22,518,3,50948,Home,No Default
51270,33,Self-Employed,806852,842257,16,312,0,59173,Personal,No Default
51271,59,Salaried,1201248,1233136,15,722,0,7714,Business,No Default
51272,63,Self-Employed,1611384,1428151,2,722,4,8043,Business,No Default
51273,30,Self-Employed,1919710,380588,6,785,1,58257,Business,No Default
51274,28,Salaried,1668201,641235,21,676,3,75058,Education,No Default
51275,62,Salaried,1205425,186529,7,707,4,54949,Personal,No Default
51276,63,Salaried,1604105,299759,9,418,3,13553,Business,No Default
51277,40,Salaried,516704,1398936,9,570,0,38528,Personal,No Default
51278,37,Unemployed,312380,667518,17,396,4,31784,Home,No Default
51279,31,Salaried,844012,58847,23,346,4,75904,Business,No Default
51280,36,Unemployed,1771427,222381,3,472,4,55192,Education,No Default
51281,57,Salaried,1477912,326802,4,646,1,8170,Business,No Default
51282,62,Unemployed,340523,1487598,2,536,4,42896,Education,Default
51283,52,Self-Employed,1767255,460743,1,842,3,77040,Home,No Default
51284,46,Self-Employed,209615,50645,10,512,1,46007,Personal,No Default
51285,57,Salaried,466738,1196052,3,571,3,76258,Home,No Default
51286,29,Salaried,1351097,914668,10,706,4,62849,Home,No Default
51287,55,Salaried,1082891,729350,9,377,4,13609,Home,Default
51288,23,Salaried,697797,529268,17,852,3,46610,Home,No Default
51289,51,Salaried,248047,1306148,15,445,2,72818,Home,Default
51290,62,Self-Employed,1269131,108827,3,311,4,21270,Personal,No Default
51291,27,Salaried,142392,409533,27,528,4,23326,Education,No Default
51292,22,Salaried,637593,699402,21,640,1,23531,Home,No Default
51293,45,Salaried,1224791,671014,3,463,3,59599,Business,Default
51294,60,Salaried,362372,969466,4,681,4,47960,Education,Default
51295,32,Salaried,1146076,1489093,4,881,3,26354,Education,Default
51296,50,Self-Employed,732152,482457,17,721,1,40639,Business,Default
51297,50,Salaried,1232120,962508,6,737,3,52739,Business,No Default
51298,49,Self-Employed,778834,1160973,11,362,3,30128,Business,No Default
51299,61,Salaried,1152555,382095,12,545,1,47832,Business,No Default
51300,31,Self-Employed,146343,1154346,23,349,4,58316,Business,No Default
51301,43,Salaried,100739,295224,28,533,3,27790,Home,No Default
51302,37,Self-Employed,1122329,605833,7,827,2,68683,Education,No Default
51303,33,Salaried,1561350,1369425,13,815,4,7550,Business,Default
51304,53,Salaried,1972825,1352861,6,581,1,25769,Business,No Default
51305,21,Salaried,1896118,538518,23,519,0,9138,Personal,No Default
51306,60,Self-Employed,1448874,1127247,3,647,2,49404,Education,No Default
51307,33,Self-Employed,1836208,857635,21,663,4,62486,Education,No Default
51308,58,Salaried,137339,956935,14,862,1,76601,Home,No Default
51309,23,Salaried,1786455,848883,14,341,2,56816,Education,No Default
51310,36,Salaried,310868,1472092,23,722,4,76101,Business,No Default
51311,62,Salaried,761954,1218678,10,434,0,3194,Personal,No Default
51312,27,Salaried,1161761,751336,5,558,4,41255,Education,No Default
51313,23,Self-Employed,1011346,462546,26,490,0,54679,Personal,No Default
51314,34,Unemployed,1292220,137656,2,555,0,31533,Business,No Default
51315,36,Unemployed,205784,608900,6,793,3,7615,Personal,Default
51316,24,Self-Employed,510785,1479019,23,372,1,17084,Education,No Default
51317,51,Salaried,1480473,1081065,11,373,3,10016,Education,No Default
51318,33,Salaried,1297167,966280,18,881,0,28725,Home,No Default
51319,47,Salaried,1129358,924038,26,700,1,36825,Business,No Default
51320,21,Salaried,1704817,200521,24,378,1,46072,Home,No Default
51321,45,Salaried,644092,780190,21,547,1,20801,Home,Default
51322,57,Unemployed,1224862,319334,11,486,2,39246,Business,No Default
51323,64,Self-Employed,558753,226565,24,855,4,24854,Education,No Default
51324,31,Salaried,117275,192633,15,769,0,59793,Personal,Default
51325,29,Salaried,304490,463647,3,878,1,39386,Home,No Default
51326,27,Self-Employed,342462,1243219,2,755,2,16142,Education,No Default
51327,34,Self-Employed,686356,1457651,7,575,2,19393,Education,No Default
51328,50,Salaried,1998352,164291,5,478,0,5778,Home,No Default
51329,44,Self-Employed,222750,655027,21,428,3,17318,Home,Default
51330,23,Self-Employed,919033,1273439,13,678,2,49068,Home,Default
51331,59,Salaried,1725569,1357805,8,414,0,46778,Education,No Default
51332,47,Salaried,941653,826511,29,621,2,3250,Business,Default
51333,21,Self-Employed,1132116,1356475,9,688,0,58161,Business,No Default
51334,58,Self-Employed,1836305,889800,8,763,1,45348,Home,No Default
51335,46,Salaried,1717481,1091057,10,501,3,20703,Personal,Default
